Rank,Name,Release Date,Platform,Genre,Publisher,Developer,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic Score,User Score,ESRB Rating
626,NBA 2K14,2013-10-01,X360,Sports,Take-Two Interactive,Visual Concepts,2.1,0.2,0.0,0.17,2.47,88.0,84.0,E
627,Mario Party 4,2002-10-21,GC,Misc,Nintendo,Hudson Soft,1.13,0.36,0.92,0.07,2.47,87.0,82.0,E
628,uDraw Studio,2010-11-16,Wii,Misc,THQ,THQ,1.67,0.58,0.0,0.2,2.46,70.0,68.0,E
629,Midnight Club: Los Angeles,2008-09-23,PS3,Racing,Take-Two Interactive,Rockstar San Diego,1.55,0.54,0.05,0.31,2.45,83.0,87.0,T
630,Final Fantasy V,1992-09-09,SNES,Role-Playing,SquareSoft,Square Enix,0.0,0.0,2.43,0.02,2.45,91.0,90.0,M
691,Cool Boarders 3,1999-10-01,PS,Sports,989 Studios,989 Studios,1.65,0.46,0.1,0.1,2.31,78.0,79.0,E
692,LEGO Marvel Super Heroes,2013-10-22,X360,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,1.24,0.85,0.0,0.21,2.3,84.0,85.0,E
693,Guild Wars 2,2012-08-28,PC,Action,NCSoft,ArenaNet,0.95,1.06,0.0,0.29,2.3,88.0,87.0,M
694,Pokemon Ranger: Shadows of Almia,2008-11-28,DS,Role-Playing,Nintendo,Nintendo,0.95,0.54,0.62,0.18,2.3,79.0,82.0,E
695,Dead Island,2011-09-06,PS3,Action,Deep Silver,Techland,1.08,0.75,0.15,0.31,2.29,82.0,79.0,M
696,Tomb Raider II,1998-11-01,PC,Action,Eidos Interactive,Core Design,0.91,1.25,0.0,0.13,2.29,85.0,86.0,M
697,God of War: Ascension,2013-03-12,PS3,Action,Sony Computer Entertainment,Santa Monica Studio,1.23,0.68,0.04,0.34,2.29,80.0,81.0,M
698,Need for Speed Underground 2,2004-11-09,XB,Racing,Electronic Arts,EA Games,1.38,0.8,0.0,0.1,2.28,85.0,84.0,E
699,Pro Evolution Soccer 2010,2009-10-20,PS3,Sports,Konami Digital Entertainment,Konami,0.3,1.27,0.46,0.26,2.28,87.0,85.0,E
700,Just Dance 2015,2014-10-21,Wii,Misc,Ubisoft,Ubisoft,1.11,0.98,0.0,0.2,2.28,80.0,77.0,E
701,Yokai Watch Busters,2015-07-11,3DS,Action,Level 5,Level-5,0.0,0.0,2.28,0.0,2.28,80.0,81.0,E
702,Mario Bros.,1983-07-15,NES,Platform,Nintendo,Nintendo,0.51,0.12,1.63,0.02,2.28,87.0,85.0,E
703,FIFA Soccer 09,2008-10-14,PS2,Sports,Electronic Arts,EA Sports,0.38,0.07,0.01,1.82,2.28,82.0,79.0,E
704,Star Wars: The Force Unleashed,2008-09-16,PS3,Action,LucasArts,LucasArts,1.01,0.9,0.0,0.37,2.28,83.0,82.0,T
705,Borderlands 2,2012-09-18,PS3,Shooter,Take-Two Interactive,Gearbox Software,1.05,0.77,0.1,0.36,2.28,90.0,88.0,M
706,TOCA Touring Car Championship,2001-09-07,PS,Racing,Codemasters,Codemasters,0.07,2.0,0.02,0.18,2.28,78.0,75.0,E
707,Paper Mario: Sticker Star,2012-11-11,3DS,Role-Playing,Nintendo,Nintendo,1.12,0.39,0.64,0.12,2.27,82.0,83.0,E
708,Sonic's Ultimate Genesis Collection,2009-11-10,PS3,Misc,Sega,Sega,1.34,0.62,0.0,0.31,2.27,86.0,85.0,E
709,Super Monkey Ball: Banana Blitz,2006-11-19,Wii,Misc,Sega,Sega,1.07,0.92,0.04,0.24,2.27,83.0,82.0,E
710,Kirby: Nightmare in Dream Land,2002-11-17,GBA,Platform,Nintendo,HAL Laboratory,1.22,0.1,0.91,0.04,2.27,88.0,84.0,E
711,Wario Land 4,2001-10-21,GBA,Platform,Nintendo,Nintendo,0.9,0.73,0.54,0.09,2.26,89.0,83.0,E
712,Guitar Hero III: Legends of Rock,2007-10-28,PS3,Misc,Activision,Neversoft,1.4,0.54,0.02,0.3,2.26,89.0,89.0,T
713,Call of Duty 3,2006-11-06,Wii,Shooter,Activision,Infinity Ward,1.19,0.84,0.0,0.23,2.26,84.0,78.0,M
714,Resident Evil 4,2005-01-11,Wii,Action,Capcom,Capcom,1.34,0.57,0.14,0.21,2.26,94.0,91.0,M
715,Minecraft,2011-11-18,PSV,Misc,Sony Computer Entertainment Europe,Mojang,0.28,0.79,0.87,0.32,2.25,91.0,91.0,E
716,Onimusha 2: Samurai's Destiny,2002-03-19,PS2,Adventure,Capcom,Capcom,0.62,0.44,1.06,0.13,2.25,87.0,85.0,M
717,Cool Boarders 2,2000-03-01,PS,Sports,UEP Systems,Ubi Soft,1.52,0.46,0.2,0.08,2.25,83.0,75.0,T
718,Paper Mario: The Thousand-Year Door,2004-10-11,GC,Role-Playing,Nintendo,Intelligent Systems,1.48,0.25,0.46,0.06,2.25,91.0,89.0,E
719,Madden NFL 12,2011-08-30,PS3,Sports,Electronic Arts,EA Sports,1.93,0.15,0.0,0.17,2.25,84.0,79.0,E
720,Monster Hunter Tri,2010-03-31,Wii,Role-Playing,Nintendo,Capcom,0.67,0.41,1.05,0.11,2.25,85.0,86.0,M
721,Dissidia: Final Fantasy,2008-12-18,PSP,Fighting,Square Enix,Square Enix,0.51,0.51,0.91,0.32,2.25,86.0,84.0,T
722,Sonic Advance,2001-12-19,GBA,Platform,Sega,Nintendo,1.19,0.71,0.22,0.13,2.24,85.0,83.0,E
723,Spyro: Season of Ice,2001-11-12,GBA,Platform,Vivendi Games,Universal Interactive,1.29,0.83,0.0,0.11,2.23,82.0,78.0,E
724,Teenage Mutant Ninja Turtles II: The Arcade Game,2003-02-01,NES,Action,Konami Digital Entertainment,Konami,1.74,0.25,0.21,0.03,2.23,87.0,80.0,E
725,LEGO Indiana Jones: The Original Adventures,2008-06-17,DS,Action,Activision,Traveller's Tales,1.42,0.61,0.0,0.21,2.23,81.0,82.0,E
726,Dance Dance Revolution X2,2009-11-17,PS2,Simulation,Konami Digital Entertainment,Konami,1.09,0.85,0.0,0.28,2.23,78.0,77.0,E
727,New Super Luigi U,2013-06-20,WiiU,Platform,Nintendo,Nintendo,1.27,0.62,0.18,0.16,2.22,80.0,85.0,E
728,Prince of Persia: The Sands of Time,2003-11-18,PS2,Action,Ubisoft,Ubisoft,0.88,1.03,0.0,0.31,2.22,89.0,89.0,T
729,Scribblenauts,2009-09-15,DS,Puzzle,Warner Bros. Interactive Entertainment,5th Cell,1.71,0.32,0.02,0.18,2.22,81.0,84.0,E
730,The Legend of Zelda: Link's Awakening DX,1998-12-01,GB,Adventure,Nintendo,Nintendo,1.0,0.63,0.45,0.13,2.22,91.0,89.0,E
731,Need for Speed: Hot Pursuit,2010-11-16,X360,Racing,Electronic Arts,Criterion Games,1.03,0.98,0.0,0.21,2.22,89.0,86.0,E
732,BioShock 2,2010-02-09,X360,Shooter,Take-Two Interactive,2K Marin,1.45,0.55,0.02,0.19,2.21,84.0,80.0,M
733,Assassin's Creed IV: Black Flag,2013-10-29,XOne,Action,Ubisoft,Ubisoft,1.47,0.55,0.0,0.19,2.21,91.0,89.0,M
734,Devil May Cry 3: Dante's Awakening Special Edition,2006-01-31,PS2,Action,Capcom,Ninja Theory,1.06,0.82,0.05,0.28,2.21,87.0,84.0,M
735,Rock Band 2,2008-09-14,X360,Misc,Electronic Arts,Harmonix,1.78,0.24,0.0,0.18,2.2,88.0,83.0,T
736,Frogger,1997-12-01,2600,Action,Parker Bros.,Hasbro Interactive,2.06,0.12,0.0,0.02,2.2,78.0,76.0,E
737,Guitar Hero II,2006-11-07,X360,Misc,Activision,RedOctane,2.01,0.02,0.0,0.17,2.2,90.0,87.0,T
738,Wario Land 3,2002-09-12,GB,Platform,Nintendo,Nintendo,1.11,0.51,0.34,0.23,2.2,83.0,82.0,E
739,Pro Yakyuu Family Stadium,2002-03-01,NES,Sports,Namco Bandai Games,Namco,0.15,0.0,2.05,0.0,2.2,84.0,80.0,E
740,Sonic Unleashed,2008-11-18,Wii,Platform,Sega,Sega,1.28,0.68,0.02,0.21,2.2,85.0,83.0,E
741,High School Musical: Makin' the Cut!,2008-03-17,DS,Puzzle,Disney Interactive Studios,Cheyenne Mountain Entertainment,1.06,0.91,0.0,0.23,2.2,68.0,65.0,E
742,Pro Evolution Soccer 2012,2011-09-27,PS3,Action,Konami Digital Entertainment,Konami,0.34,0.97,0.55,0.33,2.19,80.0,78.0,E
743,Saints Row,2006-08-29,X360,Action,THQ,Volition,1.17,0.78,0.02,0.22,2.19,85.0,84.0,M
744,Star Wars: Knights of the Old Republic,2003-07-16,XB,Role-Playing,Activision,BioWare,1.68,0.44,0.0,0.08,2.19,92.0,91.0,M
745,Kirby's Pinball Land,1993-03-01,GB,Misc,Nintendo,Nintendo,0.87,0.17,1.1,0.05,2.19,81.0,79.0,E
746,Donkey Kong Country,1994-11-21,GB,Platform,Nintendo,Rare,1.04,0.72,0.3,0.13,2.19,91.0,90.0,E
747,Hitman: Absolution,2012-11-20,PS3,Action,Square Enix,IO Interactive,0.59,1.07,0.07,0.45,2.19,84.0,83.0,M
748,Yu-Gi-Oh: Duel Monsters 4,2002-03-01,GB,Role-Playing,Konami Digital Entertainment,Konami,0.0,0.0,2.17,0.01,2.18,85.0,86.0,T
749,ATV Offroad Fury 2,2002-11-15,PS2,Racing,THQ,Climax Racing,1.92,0.2,0.0,0.06,2.18,82.0,80.0,E
750,Forza Motorsport 5,2013-10-29,XOne,Racing,Microsoft Game Studios,Turn 10 Studios,1.21,0.78,0.01,0.17,2.18,88.0,90.0,E
751,Madden NFL 25,2013-08-27,X360,Sports,Electronic Arts,EA Sports,1.97,0.07,0.0,0.13,2.18,84.0,81.0,E
752,Pokemon Ranger,2006-11-04,DS,Role-Playing,Nintendo,Nintendo,1.29,0.04,0.73,0.12,2.18,80.0,79.0,E
753,Mario & Luigi: Superstar Saga,2003-08-06,GBA,Role-Playing,Nintendo,AlphaDream,1.48,0.17,0.47,0.06,2.17,88.0,85.0,E
754,Final Fantasy XIII,2009-03-20,X360,Role-Playing,Square Enix,Square Enix,1.27,0.68,0.01,0.2,2.17,83.0,81.0,M
755,Star Wars: Rogue Squadron,1998-03-01,N64,Simulation,Nintendo,Factor 5,1.6,0.46,0.08,0.03,2.17,89.0,87.0,T
756,Tennis,1993-11-01,NES,Sports,Nintendo,Nintendo,0.48,0.11,1.56,0.02,2.17,77.0,75.0,E
757,The Sims: House Party,2001-03-06,PC,Simulation,Electronic Arts,Maxis,1.23,0.83,0.0,0.1,2.16,78.0,78.0,T
758,Your Shape featuring Jenny McCarthy,2010-11-15,Wii,Sports,Ubisoft,Ubisoft,1.51,0.47,0.0,0.18,2.16,81.0,74.0,E
759,Syphon Filter 2,2000-10-01,PS,Shooter,Sony Computer Entertainment,989 Studios,1.5,0.55,0.02,0.08,2.15,87.0,83.0,M
760,Tom Clancy's Rainbow Six: Siege,2015-12-01,PS4,Shooter,Ubisoft,Ubisoft Montreal,0.54,1.16,0.13,0.32,2.15,85.0,86.0,M
761,Volleyball,1986-01-01,NES,Sports,Nintendo,Nintendo,0.14,0.03,1.98,0.0,2.15,78.0,78.0,E
762,FIFA 15,2014-09-23,XOne,Sports,Electronic Arts,EA Sports,0.6,1.41,0.0,0.14,2.15,80.0,82.0,E
763,Call of Duty: Roads to Victory,2006-02-14,PSP,Shooter,Activision,Vicarious Visions,0.52,1.03,0.0,0.59,2.14,75.0,75.0,T
764,Super Mario RPG: Legend of the Seven Stars,1996-03-09,SNES,Role-Playing,Nintendo,Square,0.66,0.0,1.45,0.03,2.14,92.0,87.0,E
765,Mahjong,1990-01-01,NES,Misc,Nintendo,Nintendo,0.01,0.0,2.13,0.0,2.14,70.0,70.0,E
766,R.C. Pro-Am,1988-10-01,NES,Racing,Nintendo,Rare,1.47,0.38,0.19,0.1,2.14,83.0,81.0,E
767,SimCity 2000,1993-02-01,PC,Simulation,Maxis,Maxis,1.2,0.84,0.0,0.1,2.14,85.0,84.0,E
768,Demon Attack,1980-01-01,2600,Shooter,Imagic,Imagic,1.99,0.12,0.0,0.02,2.13,88.0,83.0,E
769,Dance Dance Revolution Extreme,2001-08-13,PS2,Simulation,Konami Digital Entertainment,Konami,1.04,0.81,0.0,0.27,2.13,80.0,78.0,T
770,Tetris DS,2006-11-13,DS,Puzzle,Nintendo,Nintendo,0.64,0.07,1.35,0.08,2.13,83.0,83.0,E
771,Final Fantasy Tactics Advance,2003-02-01,GBA,Role-Playing,SquareSoft,Square Enix,0.82,0.37,0.89,0.05,2.13,87.0,84.0,E
772,Far Cry: Primal,2016-03-01,PS4,Action,Ubisoft,Ubisoft,0.59,1.16,0.06,0.33,2.13,80.0,79.0,M
773,Toy Story 3: The Video Game,2010-06-15,DS,Action,Disney Interactive Studios,Avalanche Software,0.93,0.97,0.02,0.21,2.12,75.0,76.0,E
774,Final Fantasy III,2006-08-08,DS,Role-Playing,Square Enix,Square,0.91,0.05,1.07,0.09,2.12,89.0,82.0,E
775,Kirby's Epic Yarn,2010-10-17,Wii,Platform,Nintendo,HAL Laboratory,1.47,0.09,0.45,0.11,2.12,85.0,89.0,E
776,Project Gotham Racing,2001-10-24,XB,Racing,Microsoft Game Studios,Bizarre Creations,1.37,0.61,0.05,0.09,2.12,88.0,87.0,E
777,Golf,1991-01-01,GB,Sports,Nintendo,Nintendo,0.83,0.33,0.92,0.04,2.12,78.0,78.0,E
778,NBA 2K12,2011-10-04,PS3,Sports,Take-Two Interactive,2K Sports,1.61,0.27,0.05,0.18,2.11,84.0,80.0,E
779,Borderlands,2009-10-20,PS3,Shooter,Take-Two Interactive,Gearbox Software,1.2,0.62,0.0,0.29,2.11,88.0,86.0,M
780,Tony Hawk's Pro Skater,1999-08-31,N64,Sports,Activision,Neversoft,1.68,0.4,0.0,0.03,2.11,85.0,85.0,T
781,PES 2009: Pro Evolution Soccer,2008-10-23,PS3,Sports,Konami Digital Entertainment,Konami,0.11,1.34,0.4,0.26,2.11,85.0,80.0,E
782,Need for Speed: Hot Pursuit 2,2002-11-01,PS2,Racing,Electronic Arts,EA Games,1.68,0.31,0.02,0.09,2.11,82.0,81.0,E
783,Mario Sports Mix,2010-02-26,Wii,Sports,Nintendo,Square Enix,0.9,0.45,0.63,0.13,2.11,79.0,76.0,E
784,Rock Band,2007-11-20,Wii,Misc,MTV Games,Harmonix,1.35,0.56,0.0,0.2,2.11,90.0,82.0,T
785,Dynasty Warriors 4,2005-02-18,PS2,Action,Tecmo Koei,Omega Force,0.63,0.21,1.13,0.13,2.11,82.0,84.0,T
786,Mortal Kombat,1992-10-01,X360,Fighting,Warner Bros. Interactive Entertainment,Midway,1.63,0.33,0.0,0.15,2.11,85.0,83.0,M
787,Parasite Eve,1998-10-01,PS,Role-Playing,SquareSoft,Square,0.94,0.07,1.05,0.04,2.1,88.0,85.0,M
788,Scooby-Doo! Night of 100 Frights,2002-11-07,PS2,Platform,THQ,Eurocom,1.17,0.72,0.0,0.22,2.1,79.0,79.0,E
789,Project Gotham Racing (JP weekly sales),2001-01-01,XB,Action,Microsoft Game Studios,Microsoft,1.54,0.44,0.04,0.07,2.1,86.0,82.0,E
790,Need for Speed: Most Wanted 5-1-0,2006-12-01,PSP,Racing,Electronic Arts,EA Games,1.77,0.13,0.02,0.18,2.1,82.0,78.0,E
791,Portal 2,2011-04-18,X360,Shooter,Valve Software,Valve,1.41,0.51,0.01,0.17,2.1,95.0,92.0,M
792,Devil May Cry 3: Dante's Awakening,2005-01-31,PS2,Action,Capcom,Ninja Theory,0.99,0.63,0.29,0.19,2.09,91.0,84.0,M
793,Derby Stallion,2004-12-21,PS,Sports,ASCII Entertainment,Yukes,0.0,0.0,1.96,0.14,2.09,82.0,75.0,E
794,Dead Rising,2006-08-08,X360,Action,Capcom,Capcom,1.16,0.65,0.08,0.2,2.09,84.0,80.0,M
795,Finding Nemo,2003-05-30,PS2,Action,THQ,Traveller's Tales,1.26,0.6,0.05,0.18,2.09,82.0,79.0,E
796,NBA 2K11,2010-10-05,X360,Action,Take-Two Interactive,2K Sports,1.84,0.12,0.01,0.13,2.09,87.0,85.0,E
797,Wipeout: The Game,2010-11-16,Wii,Misc,Mindscape,SCE Studio Liverpool,1.97,0.0,0.0,0.12,2.09,80.0,77.0,E
798,The Sims 2: Pets,2006-10-24,DS,Simulation,Electronic Arts,Maxis,0.92,0.94,0.0,0.22,2.09,83.0,81.0,T
799,Battlefield: Hardline,2015-03-17,PS4,Shooter,Electronic Arts,Visceral Games,0.7,0.93,0.14,0.32,2.09,81.0,83.0,M
800,Metal Gear Solid: Peace Walker,2010-03-18,PSP,Action,Konami Digital Entertainment,Kojima Productions,0.46,0.42,0.96,0.25,2.09,89.0,89.0,M
801,World of Warcraft: Cataclysm,2010-12-07,PC,Role-Playing,Activision,Blizzard Entertainment,1.77,0.32,0.0,0.0,2.08,88.0,84.0,T
802,Tetris Worlds,2001-11-01,PS2,Puzzle,THQ,THQ,1.11,0.71,0.0,0.27,2.08,79.0,75.0,E
803,Need For Speed: Undercover,2008-11-18,PS3,Racing,Electronic Arts,EA Games,0.63,1.02,0.05,0.39,2.08,80.0,79.0,E
804,Dance Dance Revolution: Hottest Party,2007-07-10,Wii,Simulation,Konami Digital Entertainment,Konami,1.36,0.52,0.0,0.2,2.08,75.0,78.0,E
805,Mario Party 5,2003-10-28,GC,Misc,Nintendo,Hudson Soft,0.97,0.33,0.73,0.06,2.08,81.0,80.0,E
806,Ghostbusters: The Video Game (DS Version),2009-06-16,PS3,Action,Take-Two Interactive,Red Fly Studio,0.59,0.99,0.13,0.36,2.08,70.0,73.0,E
807,Sim Theme Park,1999-10-01,PC,Strategy,Electronic Arts,Maxis,2.04,0.04,0.0,0.0,2.08,77.0,79.0,E
808,Warcraft: Orcs & Humans,1994-11-23,PC,Strategy,Activision,Blizzard Entertainment,0.89,1.08,0.0,0.11,2.08,84.0,85.0,T
809,Skate 3,2010-05-11,PS3,Sports,Electronic Arts,EA Black Box,0.79,0.94,0.0,0.35,2.08,85.0,84.0,M
810,Spec Ops: Airborne Commando,2002-10-01,PS,Shooter,Take-Two Interactive,Zombie Studios,1.54,0.46,0.0,0.08,2.07,72.0,76.0,M
811,Kingdom Hearts: Birth by Sleep,2010-09-07,PSP,Role-Playing,Square Enix,Square Enix,0.63,0.42,0.75,0.26,2.07,86.0,84.0,E
812,UFC 2009 Undisputed,2009-05-19,X360,Fighting,THQ,Yuke's,1.48,0.39,0.0,0.19,2.07,80.0,80.0,T
813,Dark Souls,2011-09-22,PS3,Role-Playing,Namco Bandai Games,FromSoftware,0.75,0.54,0.54,0.23,2.07,94.0,91.0,M
814,Yu-Gi-Oh! The Eternal Duelist Soul,2002-12-12,GBA,Strategy,Konami Digital Entertainment,Konami,1.64,0.36,0.0,0.07,2.07,80.0,85.0,E
815,Need for Speed: ProStreet,2007-10-30,X360,Racing,Electronic Arts,EA Games,1.04,0.8,0.01,0.22,2.06,82.0,78.0,E
816,The Sims 3,2009-06-02,PS3,Simulation,Electronic Arts,Maxis,0.73,0.97,0.02,0.34,2.06,88.0,86.0,T
817,Tom Clancy's Splinter Cell: Conviction,2010-04-13,X360,Action,Ubisoft,Ubisoft Montreal,1.2,0.63,0.04,0.19,2.06,86.0,85.0,M
818,Pokemon Mystery Dungeon: Red/Blue Rescue Team,2005-11-22,GBA,Role-Playing,Nintendo,ChunSoft,0.71,0.52,0.74,0.08,2.06,84.0,81.0,E
819,The Incredibles,2004-10-05,GBA,Action,THQ,Treyarch,1.15,0.77,0.04,0.1,2.06,80.0,77.0,E
820,R4: Ridge Racer Type 4,2000-06-30,PS,Racing,Namco Bandai Games,Namco,0.68,0.46,0.79,0.13,2.06,88.0,84.0,E
821,SoulCalibur II,2003-08-27,PS2,Fighting,Namco Bandai Games,Namco,1.06,0.62,0.13,0.25,2.06,91.0,85.0,T
822,Mario & Luigi: Dream Team,2013-08-04,3DS,Role-Playing,Nintendo,Nintendo,0.89,0.57,0.46,0.13,2.06,85.0,82.0,E
823,Need for Speed: ProStreet,2007-10-30,PS3,Racing,Electronic Arts,EA Games,0.73,0.92,0.04,0.37,2.05,82.0,78.0,E
824,Carnival Games,2005-11-15,DS,Misc,Take-Two Interactive,Epic Games,1.23,0.64,0.0,0.19,2.05,77.0,76.0,E
825,NBA 2K14,2013-10-01,PS3,Sports,Take-Two Interactive,Visual Concepts,1.43,0.33,0.04,0.25,2.05,85.0,85.0,E
827,Sonic Mega Collection,2002-11-10,GC,Misc,Infogrames,Sega,1.47,0.48,0.05,0.06,2.05,88.0,80.0,E
828,Diablo III,2012-05-15,PS3,Role-Playing,Activision,Blizzard Entertainment,0.71,0.83,0.15,0.35,2.05,88.0,90.0,M
829,NBA Jam,2010-11-16,GEN,Sports,Arena Entertainment,Midway,1.75,0.25,0.0,0.05,2.05,84.0,82.0,E
830,PGR4 - Project Gotham Racing 4,2007-10-08,X360,Racing,Microsoft Game Studios,Bizarre Creations,0.48,1.29,0.02,0.25,2.05,91.0,89.0,E
831,Kingdom Hearts 358/2 Days,2009-09-29,DS,Role-Playing,Square Enix,Square Enix,1.11,0.27,0.53,0.14,2.04,84.0,82.0,E
832,Dance Central 2,2011-10-25,X360,Misc,Microsoft Game Studios,Harmonix,1.45,0.42,0.01,0.16,2.04,81.0,84.0,E
833,Rayman Raving Rabbids: TV Party,2008-11-18,Wii,Misc,Ubisoft,Ubisoft,0.73,1.09,0.0,0.23,2.04,78.0,79.0,E
834,SOCOM: U.S. Navy SEALs: Combined Assault,2007-11-20,PS2,Shooter,Sony Computer Entertainment,Zipper Interactive,1.74,0.02,0.0,0.28,2.04,75.0,77.0,M
835,Peter Jackson's King Kong: The Official Game of the Movie,2005-11-22,PS2,Action,Ubisoft,Ubisoft,0.71,1.02,0.0,0.31,2.04,82.0,76.0,T
836,Donkey Kong Country,1994-11-21,GBA,Platform,Nintendo,Rare,1.2,0.48,0.29,0.07,2.04,91.0,89.0,E
837,Need for Speed: The Run,2011-11-15,PS3,Action,Electronic Arts,Ghost Games,0.58,1.06,0.03,0.37,2.04,84.0,83.0,E
838,Madden NFL 15,2014-08-26,PS4,Sports,Electronic Arts,EA Sports,1.53,0.25,0.0,0.25,2.03,80.0,80.0,E
840,Just Dance 3,2011-10-11,X360,Misc,Ubisoft,Ubisoft,1.47,0.4,0.0,0.16,2.03,83.0,82.0,E
841,NBA Live 2004,2003-10-28,PS2,Sports,Electronic Arts,EA Sports,1.57,0.18,0.0,0.27,2.03,82.0,78.0,E
842,Dead Space,2008-10-14,PS3,Action,Electronic Arts,EA Redwood Shores,1.05,0.67,0.0,0.3,2.02,89.0,86.0,M
843,Call of Duty 2,2005-10-25,X360,Shooter,Activision,Infinity Ward,1.81,0.05,0.01,0.15,2.02,89.0,87.0,M
844,Madden NFL 15,2014-08-26,X360,Sports,Electronic Arts,EA Sports,1.76,0.09,0.0,0.17,2.02,80.0,80.0,E
845,Forza Horizon,2012-10-23,X360,Racing,Microsoft Game Studios,Turn 10 Studios,0.82,0.98,0.04,0.18,2.02,88.0,87.0,E
846,TouchMaster,2005-05-02,DS,Puzzle,Midway Games,Nintendo,0.49,1.27,0.0,0.25,2.01,75.0,74.0,E
847,Tom Clancy's The Division,2016-03-08,XOne,Shooter,Ubisoft,Ubisoft,1.2,0.62,0.0,0.18,2.01,84.0,82.0,M
848,LEGO Marvel Super Heroes,2013-10-22,PS3,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,0.77,0.85,0.01,0.37,2.0,89.0,86.0,E
849,Fire Emblem: Awakening,2013-02-04,3DS,Role-Playing,Nintendo,Intelligent Systems,0.89,0.45,0.53,0.13,2.0,93.0,92.0,T
850,DriveClub,2014-10-07,PS4,Racing,Sony Computer Entertainment,Evolution Studios,0.35,1.31,0.02,0.33,2.0,80.0,79.0,E
851,Super Street Fighter II,1993-11-01,SNES,Fighting,Nintendo,Capcom,0.52,0.16,1.29,0.03,2.0,89.0,83.0,T
852,Mortal Kombat vs. DC Universe,2008-11-16,PS3,Fighting,Midway Games,Midway,1.48,0.3,0.0,0.22,2.0,73.0,71.0,M
853,Tenchu: Stealth Assassins,1998-02-18,PS,Action,Activision,Acquire,0.95,0.64,0.27,0.13,1.99,82.0,75.0,M
854,Tennis,1993-01-01,GB,Sports,Nintendo,Nintendo,0.75,0.3,0.9,0.04,1.99,76.0,78.0,E
855,Harry Potter and the Chamber of Secrets,2002-11-10,GBA,Action,Electronic Arts,EA Games,1.21,0.64,0.05,0.09,1.99,85.0,82.0,E
856,Harry Potter and the Chamber of Secrets,2002-11-10,PS,Action,Electronic Arts,EA Games,0.75,1.09,0.02,0.12,1.98,85.0,82.0,E
857,SimCity,1989-02-01,SNES,Simulation,Nintendo,Maxis,0.93,0.27,0.75,0.04,1.98,91.0,85.0,E
858,Battlefield 4,2013-10-29,XOne,Shooter,Electronic Arts,DICE,1.25,0.58,0.0,0.16,1.98,87.0,86.0,M
859,Resident Evil 6,2012-10-02,X360,Shooter,Capcom,Capcom,1.11,0.63,0.07,0.16,1.98,78.0,79.0,M
860,Dragon Age: Inquisition,2014-11-18,PS4,Role-Playing,Electronic Arts,BioWare,0.72,0.86,0.08,0.32,1.97,88.0,85.0,M
861,Sonic Classic Collection,2010-03-04,DS,Platform,Sega,Sega,0.99,0.8,0.0,0.18,1.97,84.0,81.0,E
862,Spyro: Enter the Dragonfly,2002-10-24,PS2,Platform,Universal Interactive,Check Six Studios,0.74,0.95,0.0,0.28,1.97,78.0,73.0,T
863,Call of Duty: World at War,2008-11-11,Wii,Shooter,Activision,Treyarch,1.2,0.59,0.0,0.19,1.97,90.0,86.0,M
864,Devil May Cry 2,2003-02-25,PS2,Action,Capcom,Capcom,0.71,0.58,0.51,0.17,1.97,85.0,81.0,M
865,Burnout Paradise,2008-01-22,PS3,Racing,Electronic Arts,Criterion Games,1.01,0.64,0.02,0.3,1.97,87.0,84.0,T
866,E.T.: The Extra Terrestrial,1982-12-01,2600,Action,Atari,Atari,1.84,0.11,0.0,0.02,1.97,32.0,35.0,E
867,BioShock Infinite,2013-03-26,X360,Shooter,Take-Two Interactive,Irrational Games,1.22,0.57,0.02,0.15,1.96,93.0,92.0,M
868,Hot Shots Golf: Open Tee,2004-02-02,PSP,Sports,Sony Computer Entertainment,Clap Hanz,0.5,0.5,0.63,0.33,1.96,81.0,82.0,E
869,Rad Racer,1987-12-01,NES,Racing,Nintendo,Square Enix,1.13,0.37,0.41,0.05,1.96,80.0,77.0,E
870,Soccer,1995-01-01,NES,Sports,Nintendo,EA Sports,0.18,0.23,1.53,0.02,1.96,72.0,79.0,E
871,Kirby Squeak Squad,2005-11-13,DS,Platform,Nintendo,Nintendo,0.79,0.03,1.05,0.08,1.96,84.0,82.0,E
872,Tom Clancy's Rainbow Six: Vegas,2006-11-07,X360,Shooter,Ubisoft,Ubisoft,1.09,0.65,0.02,0.2,1.96,85.0,85.0,M
873,Destiny,2014-09-09,X360,Shooter,Activision,Bungie,1.3,0.49,0.0,0.16,1.95,87.0,83.0,M
874,Crash Nitro Kart,2003-11-04,PS2,Racing,Vivendi Games,Vicarious Visions,0.74,1.01,0.0,0.2,1.95,80.0,78.0,E
875,Grand Theft Auto: San Andreas,2004-10-26,XB,Action,Take-Two Interactive,Rockstar North,1.26,0.61,0.0,0.09,1.95,92.0,91.0,M
876,Star Wars: Dark Forces,1995-12-01,PC,Shooter,LucasArts,Lucas Learning,1.09,0.77,0.0,0.09,1.95,82.0,84.0,T
877,NBA Street Vol. 2,2003-03-18,PS2,Sports,Electronic Arts,EA Sports BIG,1.69,0.2,0.0,0.06,1.95,88.0,87.0,E
